ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-974023,Source2,2,2021-07-09 12:29:40,2021-07-09 13:28:25,39.546116,-119.78811599999999,,,0.0,Accident on US-395 Southbound after Exit 69 Oddie Blvd.,Martin Luther King Jr Memorial Fwy,Reno,Washoe,NV,89512,US,US/Pacific,KRNO,2021-07-09 12:55:00,97.0,97.0,16.0,25.64,10.0,N,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-975873,Source2,3,2021-07-07 13:23:20,2021-07-07 14:10:53,42.498104,-83.535988,,,1.6200000047683716,Two lanes blocked due to accident on I-96 Westbound from Exit 160 Beck Rd to Exit 159 Wixom Rd.,I-96 W,Wixom,Oakland,MI,48393,US,US/Eastern,KPTK,2021-07-07 12:53:00,84.0,84.0,58.0,28.88,10.0,WSW,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-978913,Source2,2,2021-07-05 16:38:54,2021-07-05 17:59:00,40.15852,-74.643578,,,0.0,Accident on Broad St at Old York Rd.,S Broad St,Trenton,Mercer,NJ,08620-9744,US,US/Eastern,KTTN,2021-07-05 16:53:00,85.0,85.0,44.0,29.78,10.0,WSW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-980936,Source2,2,2021-07-02 06:35:34,2021-07-02 08:05:56,35.276249,-80.868942,,,0.0,Lane blocked due to accident on Northpointe Blvd at Hoskins Rd.,N Hoskins Rd,Charlotte,Mecklenburg,NC,28216-3517,US,US/Eastern,KCLT,2021-07-02 06:52:00,73.0,73.0,93.0,29.1,2.0,SSW,3.0,0.06,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-982793,Source2,4,2021-07-01 20:23:42,2021-07-01 21:23:19,28.501595000000002,-80.8386,,,5.949999809265138,Lane blocked due to accident on I-95 Southbound from Exit 215 FL-50 Cheney Hwy to Exit 212 FL-407 Challenger Memorial Pkwy.,Challenger Memorial Pkwy,Titusville,Brevard,FL,32780,US,US/Eastern,KTIX,2021-07-01 20:47:00,81.0,81.0,94.0,29.99,7.0,VAR,3.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-983178,Source2,2,2021-07-01 08:13:14,2021-07-01 08:42:51,35.40625,-97.530212,,,0.0,Accident on Western Ave near 59th St.,S Western Ave,Oklahoma City,Oklahoma,OK,73109-4518,US,US/Central,KOKC,2021-07-01 07:52:00,75.0,75.0,87.0,28.64,10.0,SSW,9.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-984222,Source2,2,2021-06-30 16:13:49,2021-06-30 17:12:22,35.768799,-78.617287,,,0.0,Accident on Rock Quarry Rd at Martin Luther King Jr Blvd.,Rock Quarry Rd,Raleigh,Wake,NC,27610-3823,US,US/Eastern,KRDU,2021-06-30 15:51:00,90.0,90.0,57.0,29.66,10.0,SW,10.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-985862,Source2,2,2021-06-29 08:00:53,2021-06-29 08:58:16,34.936981,-82.168442,,,0.0,Accident on Robinson Rd at SC-290 Poinsett St Ext.,E Poinsett Street Ext,Greer,Spartanburg,SC,29651-6325,US,US/Eastern,KGSP,2021-06-29 07:53:00,72.0,72.0,91.0,29.23,1.0,ENE,12.0,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-986888,Source2,2,2021-06-28 09:49:04,2021-06-28 11:38:28,42.769199,-72.375343,,,0.0,Accident on Parker St Eastbound between Swan St and NH-119 Richmond Rd.,Richmond Rd,Winchester,Cheshire,NH,03470-2434,US,US/Eastern,KEEN,2021-06-28 09:56:00,84.0,84.0,69.0,29.63,10.0,SW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-987687,Source2,3,2021-06-28 05:38:27,2021-06-28 07:10:07,41.859264,-87.640999,,,4.539999961853027,Lane blocked due to accident on I-90 Dan Ryan Express Lane Westbound between Wentworth Ave and I-55 .,S Clinton St,Chicago,Cook,IL,60616-1112,US,US/Central,KMDW,2021-06-28 05:53:00,67.0,67.0,87.0,29.42,10.0,E,8.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-996785,Source2,2,2021-06-21 14:12:07,2021-06-21 15:16:05,38.549198,-122.720398,,,0.0,Accident on Mark West Springs Rd Northbound near Cresta Rd.,Mark West Springs Rd,Santa Rosa,Sonoma,CA,95404-9606,US,US/Pacific,KSTS,2021-06-21 13:53:00,69.0,69.0,54.0,29.81,10.0,SSW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1000258,Source2,2,2021-06-17 16:37:19,2021-06-17 17:21:23,35.740429,-78.630478,,,0.0,Accident on Garner Rd at Cross Link Rd.,Rush St,Raleigh,Wake,NC,27610-4735,US,US/Eastern,KRDU,2021-06-17 16:51:00,81.0,81.0,33.0,29.6,10.0,ENE,8.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1003914,Source2,2,2021-06-15 06:21:46,2021-06-15 07:36:21,30.2134,-84.363747,,,0.0,Accident on US-319 Crawfordville Hwy at Harvey Estates Rd.,Crawfordville Hwy,Crawfordville,Wakulla,FL,32327-1035,US,US/Eastern,KTLH,2021-06-15 05:53:00,76.0,76.0,97.0,29.82,10.0,W,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1011179,Source2,2,2021-06-09 17:59:12,2021-06-09 19:13:50,37.96962,-84.49691800000002,,,0.0,Right lane blocked due to accident on KY-1974 Tates Creek Rd Southbound at Man O' War Blvd.,Tates Creek Rd,Lexington,Fayette,KY,40515,US,US/Eastern,KLEX,2021-06-09 17:54:00,75.0,75.0,84.0,28.96,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1013160,Source2,2,2021-06-08 17:10:56,2021-06-08 18:10:45,34.977692,-81.854477,,,0.0,Accident on Harrell Dr at Shelton Dr.,Shelton Dr,Spartanburg,Spartanburg,SC,29307-2553,US,US/Eastern,KSPA,2021-06-08 17:15:00,82.0,82.0,66.0,29.27,7.0,S,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1018546,Source2,2,2021-06-03 17:46:47,2021-06-03 18:46:31,42.443993,-83.753326,,,0.0,Left lane blocked due to accident on US-23 Northbound at Exits 54A 54B M-36 9 Mile Rd.,US-23 N,Brighton,Livingston,MI,48116,US,US/Eastern,KOZW,2021-06-03 17:55:00,77.0,77.0,42.0,28.84,10.0,WSW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1020938,Source2,3,2021-06-02 16:40:46,2021-06-02 18:04:36,33.081825,-80.207222,,,0.0,Left lane blocked due to accident on I-26 Eastbound at Exit 194 SC-16 Jedburg Rd.,I-26 E,Summerville,Berkeley,SC,29483,US,US/Eastern,KDYB,2021-06-02 16:35:00,81.0,81.0,84.0,30.01,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1021362,Source2,3,2021-06-02 06:05:35,2021-06-02 06:34:24,29.777523,-95.383095,,,0.0,Lane blocked and left hand shoulder blocked due to accident on I-10 Eastbound at Taylor St.,I-10 W,Houston,Harris,TX,77007,US,US/Central,KMCJ,2021-06-02 05:53:00,73.0,73.0,84.0,29.9,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1022948,Source2,3,2021-06-01 07:16:39,2021-06-01 08:01:13,32.642338,-96.82330300000001,,,0.0,Two lanes blocked and left hand shoulder blocked due to accident on I-20 Westbound at I-35E .,I-20 W,Dallas,Dallas,TX,75232,US,US/Central,KRBD,2021-06-01 07:14:00,67.0,67.0,93.0,29.31,2.0,NW,5.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1034476,Source2,3,2021-05-22 13:33:52,2021-05-22 15:24:12,40.643883,-81.452263,,,0.0,Lane blocked due to accident on I-77 Southbound at OH-212 Cary Dr.,State Highway 212,Bolivar,Tuscarawas,OH,44612,US,US/Eastern,KPHD,2021-05-22 13:53:00,83.0,83.0,34.0,29.38,10.0,NW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1037839,Source2,2,2021-05-20 11:45:02,2021-05-20 12:29:47,32.793892,-96.776863,,,0.0,Accident on Haskell Ave at Gaston Ave.,Gaston Ave,Dallas,Dallas,TX,75246-1410,US,US/Central,KDAL,2021-05-20 11:53:00,71.0,71.0,84.0,29.45,10.0,SE,3.0,0.01,Cloudy,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-1040867,Source2,2,2021-05-18 05:14:10,2021-05-18 05:58:52,30.07041,-82.677368,,,0.0,Lane blocked due to accident on CR-240 Myrtis Rd at Old Wire Rd.,SW County Road 240,Lake City,Columbia,FL,32024-4910,US,US/Eastern,KLCQ,2021-05-18 05:15:00,61.0,61.0,100.0,30.04,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-1046116,Source2,2,2021-05-13 16:26:05,2021-05-13 17:25:03,42.789249,-78.774765,,,4.449999809265137,One lane blocked due to accident on US-219 Southbound from I-90 Exit 55 to NY-179 Milestrip Rd.,Southern Expy S,Orchard Park,Erie,NY,14127,US,US/Eastern,KBUF,2021-05-13 16:54:00,59.0,59.0,44.0,29.47,10.0,WSW,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1047927,Source2,2,2021-05-12 08:08:44,2021-05-12 09:14:38,42.928101,-85.700882,,,0.0,Accident on Havana Ave at Burton St.,Havana Ave SW,Wyoming,Kent,MI,49509-1362,US,US/Eastern,KGRR,2021-05-12 07:53:00,42.0,38.0,62.0,29.47,10.0,NNW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1050544,Source2,3,2021-05-11 08:23:22,2021-05-11 09:53:51,32.701118,-96.62548100000001,,,0.0,Left hand shoulder blocked and right hand shoulder blocked due to accident on I-635 Northbound at I-20.,I-635 N,Balch Springs,Dallas,TX,75180,US,US/Central,KHQZ,2021-05-11 08:50:00,55.0,55.0,100.0,29.55,5.0,N,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1055277,Source2,2,2021-05-07 11:58:53,2021-05-07 12:45:27,34.065926,-118.156204,,,0.0,Right hand shoulder blocked due to accident on I-10 Westbound before Garvey Ave.,I-10 W,Alhambra,Los Angeles,CA,91803,US,US/Pacific,KCQT,2021-05-07 11:52:00,67.0,67.0,59.0,29.82,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1056699,Source2,2,2021-05-06 11:06:03,2021-05-06 11:53:20,29.832328999999998,-95.482925,,,0.0,Three lanes blocked and right hand shoulder blocked due to accident on US-290 Eastbound at 43rd st.,Northwest Fwy E,Houston,Harris,TX,77092,US,US/Central,KMCJ,2021-05-06 10:53:00,77.0,77.0,48.0,30.12,10.0,ENE,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1058060,Source2,2,2021-05-05 20:06:31,2021-05-05 21:05:53,44.872543,-93.434242,,,0.959999978542328,Accident on I-494 Westbound from Exits 11B 11B&A 11C US-212 to Exit 12 CR-39 Valley View Rd.,I-494 N,Eden Prairie,Hennepin,MN,55346,US,US/Central,KFCM,2021-05-05 19:53:00,44.0,42.0,89.0,29.18,9.0,SW,5.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1058168,Source2,2,2021-05-05 16:37:23,2021-05-05 18:24:51,42.272369,-88.198448,,,0.0,Lane blocked due to accident on IL-176 State Rd both ways at CR-V45 Roberts Rd.,Midway Dr,Island Lake,Lake,IL,60042,US,US/Central,KPWK,2021-05-05 16:52:00,55.0,55.0,37.0,29.45,10.0,ENE,12.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1067919,Source2,2,2021-04-27 05:12:41,2021-04-27 07:33:24,32.2216,-111.13196599999999,,,0.0,Accident on Gates Pass Rd at Kinney Rd.,W Gates Pass Rd,Tucson,Pima,AZ,85735,US,US/Mountain,KRYN,2021-04-27 13:45:00,55.0,55.0,77.0,27.4,3.0,NW,13.0,,Rain,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Day,Day
A-1077615,Source2,2,2021-04-19 16:48:36,2021-04-19 17:18:23,45.391541,-92.85685,,,0.0,Accident on US-8 Lake Blvd at CR-14 Lincoln Rd.,Lincoln Rd,Lindstrom,Chisago,MN,55045-7353,US,US/Central,KOEO,2021-04-19 16:55:00,37.0,29.0,52.0,29.05,10.0,NW,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1078135,Source2,2,2021-04-19 05:16:50,2021-04-19 05:46:35,37.95602,-120.422684,,,0.0,Lane blocked due to accident on CR-E5 Rawhide Rd near CA-108.,Humbug St,Jamestown,Tuolumne,CA,95327-9148,US,US/Pacific,KO22,2021-04-19 05:15:00,48.0,48.0,54.0,27.86,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-1086623,Source2,2,2021-04-12 17:27:52,2021-04-12 18:28:44,32.17783,-110.975853,,,0.0,Accident on Clark Ave at Ajo Way.,S Clark Ave,Tucson,Pima,AZ,85713-6017,US,US/Mountain,KTUS,2021-04-12 16:58:00,88.0,88.0,7.0,26.94,10.0,SW,14.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-1088549,Source2,2,2021-04-09 19:02:04,2021-04-09 20:50:39,33.805096,-84.25048100000002,,,0.0,Right hand shoulder blocked due to accident on I-285 Northbound at Exit 40 Ponce De Leon Ave.,GA-407 S,Clarkston,DeKalb,GA,30021,US,US/Eastern,KPDK,2021-04-09 18:53:00,70.0,70.0,65.0,28.86,10.0,SSE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1092128,Source2,3,2021-04-07 20:39:33,2021-04-07 22:45:51,29.845592,-95.392799,,,0.0,Two lanes blocked due to accident on I-45 Northbound before Tidwell Rd.,I-45 N,Houston,Harris,TX,77022,US,US/Central,KMCJ,2021-04-07 20:53:00,74.0,74.0,82.0,29.77,10.0,S,7.0,0.0,Mostly Cloudy,False,False,True,True,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-1092846,Source2,2,2021-04-06 06:03:50,2021-04-06 07:35:34,37.739909999999995,-77.453934,,,0.0,Left hand shoulder blocked due to accident on I-95 Northbound at Exit 89 Lewistown Rd.,I-95 N,Ashland,Hanover,VA,23005,US,US/Eastern,KOFP,2021-04-06 05:54:00,47.0,47.0,77.0,29.76,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1095395,Source2,3,2021-04-04 20:30:19,2021-04-04 21:35:09,40.064999,-75.321213,,,0.0,Lane blocked due to accident on I-476 Southbound at Matsonford Rd.,I-76 W,Conshohocken,Montgomery,PA,19428,US,US/Eastern,KLOM,2021-04-04 20:35:00,59.0,59.0,30.0,29.67,10.0,N,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-1100668,Source3,2,2021-03-30 07:38:51,2021-03-30 08:07:33,41.148540000000004,-96.158897,,,1.2000000476837158,Accident on exit ramp from I-80 Westbound at Exit 439 to NE-370.,Sapp Brothers Dr,Omaha,Sarpy,NE,68138-4811,US,US/Central,KMLE,2021-03-30 07:35:00,41.0,35.0,33.0,28.78,10.0,NNW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1101829,Source2,3,2021-03-29 04:45:04,2021-03-29 05:45:37,36.845797999999995,-76.199867,,,0.2800000011920929,Entry ramp to I-264 Westbound from I-64 Hampton Roads Bltwy Eastbound closed due to accident.,I-264 W,Norfolk,Norfolk,VA,23502,US,US/Eastern,KORF,2021-03-29 04:59:00,51.0,51.0,39.0,30.01,10.0,NW,23.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1108784,Source2,2,2021-03-23 07:42:26,2021-03-23 09:12:51,42.402504,-71.068893,,,0.0,Accident on MA-16 Revere Beach Pkwy near Santilli Circle.,Revere Beach Pkwy,Everett,Middlesex,MA,02149-5951,US,US/Eastern,KBOS,2021-03-23 07:32:00,44.0,40.0,76.0,30.31,10.0,WNW,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1110908,Source2,3,2021-03-22 04:08:32,2021-03-22 05:28:23,30.595856,-83.12113199999997,,,0.0,Accident on I-75 Southbound before / FL-143 Hamilton Ave.,I-75 N,Jennings,Hamilton,FL,32053,US,US/Eastern,KVLD,2021-03-22 03:27:00,58.0,58.0,70.0,29.85,10.0,NNE,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1128082,Source2,3,2021-03-07 08:55:11,2021-03-07 10:36:35,38.801990999999994,-77.165657,,,0.3400000035762787,Entry ramp to I-395 Southbound from Edsall Rd closed due to accident.,Industrial Dr,Springfield,Fairfax County,VA,22151-4408,US,US/Eastern,KDAA,2021-03-07 08:56:00,35.0,27.0,41.0,30.3,10.0,WNW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1128155,Source2,3,2021-03-07 20:03:50,2021-03-07 21:18:03,27.806309000000002,-82.662125,,,0.0,Left lane blocked due to accident on I-275 Northbound at Exit 25 CR-184 38th Ave.,I-275 N,Saint Petersburg,Pinellas,FL,33713,US,US/Eastern,KSPG,2021-03-07 19:53:00,65.0,65.0,50.0,30.26,10.0,NE,22.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1135731,Source2,2,2021-03-01 07:03:27,2021-03-01 08:34:16,29.737761,-95.488579,,,0.0,Accident on FM-1093 Westheimer Rd at Potomac Dr.,Westheimer Rd,Houston,Harris,TX,77057-7603,US,US/Central,KMCJ,2021-03-01 06:53:00,71.0,71.0,93.0,29.88,2.0,S,3.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1144933,Source2,2,2021-02-20 11:59:52,2021-02-20 13:29:44,34.831982,-82.84015699999998,,,0.0,Accident on SC-183 Walhalla Hwy at SC-133 Mount Olivet Rd.,Crowe Creek Rd,Six Mile,Pickens,SC,29682-9737,US,US/Eastern,KLQK,2021-02-20 14:55:00,55.0,55.0,21.0,29.16,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1153775,Source2,2,2021-02-14 11:27:16,2021-02-14 13:26:39,43.703548,-124.10516399999999,,,0.0,One lane blocked due to accident on OR-38 Eastbound at US-101 Highway Ave.,Umpqua Ave,Reedsport,Douglas,OR,97467,US,US/Pacific,KOTH,2021-02-14 11:56:00,49.0,45.0,86.0,29.88,10.0,S,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1160123,Source2,2,2021-02-09 18:47:18,2021-02-09 20:06:52,42.996296,-70.946251,,,0.0,Accident on NH-85 Newfields Rd before NH-101.,Newfields Rd,Exeter,Rockingham,NH,03833-4540,US,US/Eastern,KPSM,2021-02-09 18:56:00,24.0,18.0,86.0,30.04,7.0,N,5.0,0.01,Light Snow,False,False,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1174650,Source2,2,2021-01-29 05:59:44,2021-01-29 06:58:05,33.479118,-79.59549,,,0.0,Accident on Gapway Rd at US-521.,US Highway 521,Andrews,Williamsburg,SC,29510,US,US/Eastern,KGGE,2021-01-29 05:55:00,28.0,21.0,69.0,30.3,10.0,NNE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-1178561,Source2,2,2021-01-27 16:31:55,2021-01-27 17:31:18,36.173454,-86.80100300000002,,,0.0,Accident on I-40 Eastbound at I-65.,I-65 S,Nashville,Davidson,TN,37208,US,US/Central,KBNA,2021-01-27 16:53:00,36.0,27.0,82.0,29.56,10.0,NNW,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1187087,Source2,2,2021-01-20 07:55:35,2021-01-20 08:25:15,35.78393900000001,-78.699577,,,0.0,Accident on I-440 Cliff Benson Beltline Westbound at Exits 2A 2B Western Blvd.,Western Blvd,Raleigh,Wake,NC,27606,US,US/Eastern,KRDU,2021-01-20 07:51:00,38.0,34.0,86.0,29.67,10.0,W,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1187302,Source2,3,2021-01-20 17:19:43,2021-01-20 20:19:15,34.914188,-82.10717,,,0.0,Accident on I-85 Northbound at Exit 63 SC-290 Main St.,I-85 S,Duncan,Spartanburg,SC,29334,US,US/Eastern,KGSP,2021-01-20 16:53:00,55.0,55.0,23.0,29.07,10.0,SSW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1190586,Source2,2,2021-01-18 11:59:48,2021-01-18 12:31:00,33.687901000000004,-117.899452,,,0.2300000041723252,Accident on entry ramp to I-405 Northbound from CA-73 Westbound.,I-405 N,Costa Mesa,Orange,CA,92626,US,US/Pacific,KSNA,2021-01-18 11:53:00,71.0,71.0,27.0,29.75,10.0,SSW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1191194,Source2,3,2021-01-16 09:43:08,2021-01-16 10:31:02,38.620468,-90.122704,,,1.0900000333786009,Exit ramp from I-64 Eastbound at Exit 4B to N 25th St lane blocked due to accident.,Saint Clair Ave,East Saint Louis,St. Clair,IL,62205-2731,US,US/Central,KCPS,2021-01-16 09:53:00,36.0,28.0,82.0,29.39,10.0,W,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1194649,Source2,2,2021-01-14 05:30:12,2021-01-14 07:02:00,39.599613,-119.837349,,,0.0,Accident on US-395 Southbound before Golden Valley Rd.,Martin Luther King Jr Memorial Fwy,Reno,Washoe,NV,89506,US,US/Pacific,KRTS,2021-01-14 05:35:00,23.0,23.0,86.0,25.34,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1196042,Source2,2,2021-01-13 17:15:54,2021-01-13 18:16:37,30.461610999999998,-87.32431,,,0.0,Lane blocked due to accident on FL-173 Blue Angel Pkwy at CR-296 Saufley Field Rd.,Saufley Field Rd,Pensacola,Escambia,FL,32526-9479,US,US/Central,KPNS,2021-01-13 16:53:00,49.0,47.0,69.0,29.97,10.0,SSW,6.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-1201570,Source2,2,2021-01-07 08:36:29,2021-01-07 10:21:12,38.75985,-77.440086,,,0.0,Accident on Manassas Dr at Digital Dr.,Manassas Dr,Manassas Park,Prince William,VA,20111-8272,US,US/Eastern,KHEF,2021-01-07 08:56:00,38.0,30.0,65.0,30.03,10.0,NNW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
